Chrom	Start	End	uniprotId	Gene	exp.count	peak.count
chr19	49570328	49570355	P49711	CTCF	542	2223
chr3	195851042	195851067	P49711	CTCF	544	2220
chr5	1641748	1641773	P49711	CTCF	539	2219
chr1	116139212	116139237	P49711	CTCF	541	2217
chr1	241998651	241998686	P49711	CTCF	518	2212
chr7	4973974	4974005	P49711	CTCF	536	2206
chr7	74206751	74206786	P49711	CTCF	538	2206
chr14	49862214	49862239	P49711	CTCF	546	2205
chr18	59402664	59402695	P49711	CTCF	529	2205
chr16	28945733	28945762	P49711	CTCF	539	2204
chr11	65989177	65989214	P49711	CTCF	537	2201
chr1	9627137	9627163	P49711	CTCF	535	2201
chr17	60421514	60421549	P49711	CTCF	467	2201
chr17	28750246	28750271	P49711	CTCF	543	2200
chr1	225475104	225475129	P49711	CTCF	538	2198
chr2	24084464	24084511	P49711	CTCF	532	2197
chr1	32712337	32712364	P49711	CTCF	533	2191
chr16	67816710	67816737	P49711	CTCF	542	2186
chr17	76121577	76121608	P49711	CTCF	533	2185
chr5	175534236	175534261	P49711	CTCF	531	2182
chr17	45197976	45198003	P49711	CTCF	538	2177
chr17	45135437	45135460	P49711	CTCF	543	2174
chr16	85821569	85821596	P49711	CTCF	538	2170
chr9	68584612	68584637	P49711	CTCF	539	2169
chr12	10750306	10750333	P49711	CTCF	538	2168
chr20	34312847	34312872	P49711	CTCF	540	2168
chr19	38403101	38403138	P49711	CTCF	528	2161
chr20	47384192	47384217	P49711	CTCF	541	2161
chr7	5781696	5781727	P49711	CTCF	533	2158
chrX	21985458	21985485	P49711	CTCF	535	2157
chr10	7687439	7687464	P49711	CTCF	535	2156
chr17	35804905	35804932	P49711	CTCF	526	2156
chr1	46223652	46223687	P49711	CTCF	536	2156
chr12	124906929	124906954	P49711	CTCF	539	2154
chr9	37913770	37913797	P49711	CTCF	539	2149
chr2	73177545	73177572	P49711	CTCF	532	2148
chr22	41697268	41697305	P49711	CTCF	538	2148
chr1	153677849	153677874	P49711	CTCF	537	2146
chr14	103391188	103391219	P49711	CTCF	524	2146
chr19	3126179	3126212	P49711	CTCF	527	2145
chr2	189661215	189661242	P49711	CTCF	539	2141
chr1	55022232	55022261	P49711	CTCF	536	2140
chr4	2441831	2441866	P49711	CTCF	521	2140
chr22	37934092	37934119	P49711	CTCF	538	2138
chr9	33722271	33722296	P49711	CTCF	537	2137
chr11	62786676	62786699	P49711	CTCF	534	2136
chr2	218847850	218847875	P49711	CTCF	540	2136
chr17	42322925	42322950	P49711	CTCF	538	2132
chr7	23547141	23547168	P49711	CTCF	539	2131
chr2	113390469	113390494	P49711	CTCF	535	2130
chr15	29668241	29668270	P49711	CTCF	515	2128
chr19	49672489	49672528	P49711	CTCF	532	2122
chr17	64025955	64025982	P49711	CTCF	540	2122
chr19	4400705	4400732	P49711	CTCF	538	2119
chr19	49474130	49474165	P49711	CTCF	533	2117
chr22	21713320	21713361	P49711	CTCF	531	2116
chr14	69727110	69727146	P49711	CTCF	537	2116
chr15	45430416	45430445	P49711	CTCF	531	2113
chr17	80575499	80575524	P49711	CTCF	542	2112
chr10	71896586	71896611	P49711	CTCF	542	2111
chr19	10581153	10581178	P49711	CTCF	542	2108
chr12	6869577	6869600	P49711	CTCF	534	2105
chr7	38335793	38335818	P49711	CTCF	536	2105
chr1	205335777	205335802	P49711	CTCF	537	2104
chr10	23158508	23158553	P49711	CTCF	528	2103
chr11	65818371	65818398	P49711	CTCF	542	2102
chr2	152176043	152176066	P49711	CTCF	531	2101
chr17	27760207	27760240	P49711	CTCF	534	2100
chr9	128733365	128733396	P49711	CTCF	520	2100
chr22	44684931	44684956	P49711	CTCF	538	2100
chr6	106360535	106360565	P49711	CTCF	520	2098
chr17	39730586	39730619	P49711	CTCF	523	2097
chr1	150979648	150979671	P49711	CTCF	544	2095
chr2	27683669	27683696	P49711	CTCF	541	2095
chr6	150071264	150071299	P49711	CTCF	531	2095
chr19	4804069	4804102	P49711	CTCF	532	2094
chr4	170259761	170259789	P49711	CTCF	522	2093
chr2	11616	11653	P49711	CTCF	513	2093
chr2	70948624	70948659	P49711	CTCF	529	2092
chr9	133022523	133022546	P49711	CTCF	539	2090
chr3	139329515	139329542	P49711	CTCF	539	2083
chr22	50276318	50276348	P49711	CTCF	506	2083
chr14	74257590	74257621	P49711	CTCF	532	2082
chr1	39816965	39816988	P49711	CTCF	538	2081
chr4	82739483	82739508	P49711	CTCF	534	2081
chr12	55737355	55737384	P49711	CTCF	533	2080
chr3	49539809	49539852	P49711	CTCF	528	2080
chr17	29219586	29219613	P49711	CTCF	535	2080
chr7	5487057	5487090	P49711	CTCF	532	2079
chr16	3129693	3129728	P49711	CTCF	536	2079
chr22	38052463	38052492	P49711	CTCF	533	2078
chr6	36302644	36302669	P49711	CTCF	538	2077
chr11	85855000	85855035	P49711	CTCF	527	2076
chrX	9995940	9995965	P49711	CTCF	538	2075
chr12	110826835	110826860	P49711	CTCF	538	2073
chr19	2819761	2819794	P49711	CTCF	532	2073
chr20	23668559	23668596	P49711	CTCF	531	2071
chr14	76913678	76913721	P49711	CTCF	534	2071
chr18	21601019	21601044	P49711	CTCF	538	2067
chr8	206975	207017	P49711	CTCF	496	2067
chr19	40634669	40634695	P49711	CTCF	541	2067
chr1	6701900	6701929	P49711	CTCF	520	2062
chr13	19587799	19587838	P49711	CTCF	493	2058
chr17	38492201	38492224	P49711	CTCF	536	2058
chr11	96343348	96343373	P49711	CTCF	537	2058
chr6	31197124	31197147	P49711	CTCF	528	2056
chr1	28882214	28882241	P49711	CTCF	540	2056
chr1	214628306	214628339	P49711	CTCF	531	2053
chrX	12946943	12946966	P49711	CTCF	540	2052
chr11	63035843	63035880	P49711	CTCF	530	2050
chr5	37413156	37413181	P49711	CTCF	530	2047
chr1	205591991	205592016	P49711	CTCF	541	2044
chr14	22872723	22872746	P49711	CTCF	538	2043
chr12	7933358	7933387	P49711	CTCF	528	2040
chr5	172479144	172479169	P49711	CTCF	535	2040
chr16	89167615	89167646	P49711	CTCF	531	2039
chr12	101831020	101831051	P49711	CTCF	530	2037
chr17	20320948	20320973	P49711	CTCF	529	2036
chr16	4404596	4404627	P49711	CTCF	520	2036
chr5	43065047	43065072	P49711	CTCF	537	2035
chr19	44800642	44800667	P49711	CTCF	541	2035
chr1	167803508	167803535	P49711	CTCF	536	2034
chr16	97077	97100	P49711	CTCF	540	2032
chr19	2474707	2474732	P49711	CTCF	529	2032
chr1	46179711	46179734	P49711	CTCF	537	2031
chr16	2875023	2875048	P49711	CTCF	537	2031
chr19	19175201	19175226	P49711	CTCF	538	2030
chr17	37373705	37373728	P49711	CTCF	540	2030
chr11	129751011	129751038	P49711	CTCF	536	2029
chr13	48095201	48095226	P49711	CTCF	541	2029
chr7	76178278	76178313	P49711	CTCF	539	2029
chr3	39288512	39288537	P49711	CTCF	539	2028
chr7	5563730	5563767	P49711	CTCF	534	2027
chr16	53054953	53054988	P49711	CTCF	532	2027
chr18	62584499	62584524	P49711	CTCF	540	2026
chr14	54903138	54903179	P49711	CTCF	511	2026
chr19	56309749	56309774	P49711	CTCF	515	2026
chr16	3059327	3059378	P49711	CTCF	524	2025
chr19	47244395	47244420	P49711	CTCF	534	2025
chr4	56544714	56544741	P49711	CTCF	529	2021
chr19	45883517	45883541	P49711	CTCF	542	2021
chr9	133743138	133743163	P49711	CTCF	537	2019
chr16	67562773	67562802	P49711	CTCF	496	2018
chr19	50537881	50537910	P49711	CTCF	521	2018
chr10	102132624	102132659	P49711	CTCF	533	2017
chr17	7688180	7688205	P49711	CTCF	543	2017
chr19	46395723	46395746	P49711	CTCF	542	2017
chr15	90293495	90293522	P49711	CTCF	535	2016
chr16	741100	741137	P49711	CTCF	523	2014
chr15	41230796	41230828	P49711	CTCF	534	2013
chr15	38817862	38817887	P49711	CTCF	540	2012
chr1	31181615	31181652	P49711	CTCF	511	2012
chr9	112333991	112334028	P49711	CTCF	511	2011
chr20	31724026	31724049	P49711	CTCF	533	2011
chr17	39153042	39153065	P49711	CTCF	532	2011
chr16	30409634	30409661	P49711	CTCF	538	2010
chr16	68520769	68520792	P49711	CTCF	540	2009
chr19	48589065	48589096	P49711	CTCF	540	2008
chr20	49979150	49979179	P49711	CTCF	538	2007
chr1	17494418	17494443	P49711	CTCF	535	2005
chr16	90082099	90082124	P49711	CTCF	534	2004
chr17	56961106	56961137	P49711	CTCF	541	2004
chr11	47177496	47177529	P49711	CTCF	527	2003
chr1	21368657	21368680	P49711	CTCF	539	2003
chr7	71733441	71733478	P49711	CTCF	530	2002
chr19	1194673	1194704	P49711	CTCF	523	2001
chr10	45008773	45008801	P49711	CTCF	523	2001
chr6	158704359	158704386	P49711	CTCF	531	2001
chr21	43789456	43789493	P49711	CTCF	527	2001
chr17	38667705	38667728	P49711	CTCF	539	1998
chr12	50504874	50504897	P49711	CTCF	538	1997
chr13	48038073	48038098	P49711	CTCF	538	1997
chr12	111397096	111397121	P49711	CTCF	538	1996
chr8	80240767	80240792	P49711	CTCF	509	1996
chr14	74609048	74609073	P49711	CTCF	542	1995
chr22	23539767	23539790	P49711	CTCF	536	1994
chr20	33457353	33457376	P49711	CTCF	537	1994
chr14	102314367	102314400	P49711	CTCF	532	1993
chr1	168145967	168145991	P49711	CTCF	541	1989
chr8	9065892	9065923	P49711	CTCF	535	1989
chr19	58519645	58519670	P49711	CTCF	524	1988
chr12	53321677	53321702	P49711	CTCF	543	1988
chr22	37607211	37607238	P49711	CTCF	536	1988
chr2	44044351	44044380	P49711	CTCF	533	1987
chr1	16056257	16056284	P49711	CTCF	539	1987
chr6	136226403	136226426	P49711	CTCF	538	1985
chr12	949959	949992	P49711	CTCF	533	1985
chr12	220044	220071	P49711	CTCF	524	1984
chr3	185354279	185354312	P49711	CTCF	520	1982
chrX	24054378	24054409	P49711	CTCF	522	1981
chr5	177112030	177112055	P49711	CTCF	534	1981
chr6	30541617	30541644	P49711	CTCF	537	1980
chr1	10210336	10210363	P49711	CTCF	528	1980
chr7	73855715	73855744	P49711	CTCF	535	1980
chr17	57833512	57833537	P49711	CTCF	535	1978
chr1	171313971	171314008	P49711	CTCF	530	1978
chr6	33391392	33391419	P49711	CTCF	539	1977
chr17	15828896	15828925	P49711	CTCF	528	1977
chr17	82414685	82414718	P49711	CTCF	515	1977
chr1	154559666	154559689	P49711	CTCF	537	1976
chr1	153465909	153465942	P49711	CTCF	532	1975
chr7	32846795	32846822	P49711	CTCF	536	1975
chr1	26677675	26677703	P49711	CTCF	522	1975
chr22	42437656	42437681	P49711	CTCF	539	1975
chr20	31514331	31514362	P49711	CTCF	534	1975
chr17	43309950	43309973	P49711	CTCF	539	1974
chr5	176448231	176448254	P49711	CTCF	537	1973
chr17	38677214	38677237	P49711	CTCF	536	1973
chr12	124940797	124940822	P49711	CTCF	537	1973
chr6	87322506	87322530	P49711	CTCF	535	1972
chr1	31964272	31964295	P49711	CTCF	540	1972
chr12	122054488	122054513	P49711	CTCF	537	1972
chr12	51341570	51341603	P49711	CTCF	540	1971
chr17	50783319	50783342	P49711	CTCF	542	1971
chr13	21477186	21477211	P49711	CTCF	541	1970
chr2	112600195	112600218	P49711	CTCF	540	1970
chr22	30089091	30089118	P49711	CTCF	513	1970
chr10	46565781	46565806	P49711	CTCF	534	1969
chr19	17997017	17997040	P49711	CTCF	539	1969
chr19	2637138	2637172	P49711	CTCF	530	1969
chr11	67081617	67081640	P49711	CTCF	529	1968
chr17	47001307	47001330	P49711	CTCF	538	1968
chr12	120430620	120430643	P49711	CTCF	538	1967
chr12	44948905	44948930	P49711	CTCF	528	1967
chr4	1629304	1629329	P49711	CTCF	533	1967
chr8	104759865	104759888	P49711	CTCF	538	1967
chr17	64919523	64919548	P49711	CTCF	528	1967
chr11	9748651	9748680	P49711	CTCF	524	1966
chr15	90320179	90320202	P49711	CTCF	539	1965
chr17	47970837	47970862	P49711	CTCF	532	1965
chr1	110460438	110460461	P49711	CTCF	539	1965
chr2	42663312	42663335	P49711	CTCF	538	1964
chr1	11037768	11037791	P49711	CTCF	540	1964
chr14	21477115	21477140	P49711	CTCF	539	1963
chr17	39235878	39235905	P49711	CTCF	514	1963
chr11	448410	448441	P49711	CTCF	532	1962
chr1	16033009	16033031	P49711	CTCF	534	1962
chr9	34074380	34074407	P49711	CTCF	530	1962
chr5	181184277	181184310	P49711	CTCF	513	1962
chr16	48630587	48630610	P49711	CTCF	539	1960
chr15	89057677	89057702	P49711	CTCF	540	1959
chr1	37990165	37990188	P49711	CTCF	537	1959
chr17	10616685	10616714	P49711	CTCF	540	1959
chr1	248906445	248906480	P49711	CTCF	523	1958
chr5	177114049	177114072	P49711	CTCF	540	1958
chr14	106830793	106830824	P49711	CTCF	496	1958
chr17	30336765	30336802	P49711	CTCF	517	1958
chr22	28829556	28829579	P49711	CTCF	538	1958
chr9	128863742	128863767	P49711	CTCF	538	1957
chr2	98649596	98649619	P49711	CTCF	538	1957
chr12	49130386	49130411	P49711	CTCF	529	1957
chr19	18007138	18007163	P49711	CTCF	537	1957
chrX	48026845	48026870	P49711	CTCF	530	1957
chr12	14630274	14630297	P49711	CTCF	536	1956
chr1	206612514	206612539	P49711	CTCF	526	1956
chr17	1574591	1574622	P49711	CTCF	531	1956
chr20	49609104	49609129	P49711	CTCF	539	1956
chr3	185559188	185559225	P49711	CTCF	520	1956
chr17	64777011	64777038	P49711	CTCF	532	1956
chr19	36127881	36127908	P49711	CTCF	533	1955
chr7	148966937	148966966	P49711	CTCF	537	1955
chr6	37325910	37325933	P49711	CTCF	539	1955
chr13	26698863	26698886	P49711	CTCF	536	1955
chr12	8890738	8890777	P49711	CTCF	526	1955
chr12	110888184	110888207	P49711	CTCF	539	1955
chr1	203267428	203267463	P49711	CTCF	535	1955
chr19	49680869	49680892	P49711	CTCF	537	1954
chr9	128702497	128702536	P49711	CTCF	528	1954
chr10	87203621	87203646	P49711	CTCF	533	1954
chr19	5048430	5048461	P49711	CTCF	531	1953
chr7	100852199	100852236	P49711	CTCF	535	1953
chr1	44005818	44005841	P49711	CTCF	540	1953
chr11	3408911	3408934	P49711	CTCF	532	1953
chr16	68264141	68264180	P49711	CTCF	524	1953
chr1	27097574	27097597	P49711	CTCF	537	1953
chr19	45643280	45643303	P49711	CTCF	538	1953
chr22	42867903	42867928	P49711	CTCF	535	1952
chr1	156130499	156130522	P49711	CTCF	539	1951
chr1	7975435	7975460	P49711	CTCF	531	1951
chr10	69237744	69237767	P49711	CTCF	535	1950
chr7	101507968	101507995	P49711	CTCF	509	1950
chrX	19991231	19991258	P49711	CTCF	521	1949
chr11	728185	728208	P49711	CTCF	533	1949
chr19	48795284	48795313	P49711	CTCF	537	1949
chr7	74450090	74450123	P49711	CTCF	531	1948
chr19	41449523	41449548	P49711	CTCF	538	1947
chr2	170973561	170973590	P49711	CTCF	529	1946
chr20	40968894	40968917	P49711	CTCF	540	1946
chr19	51422088	51422111	P49711	CTCF	534	1946
chr11	46308715	46308754	P49711	CTCF	535	1946
chr19	12978011	12978034	P49711	CTCF	538	1946
chr5	178164358	178164381	P49711	CTCF	537	1946
chr19	506874	506899	P49711	CTCF	538	1945
chr3	51638054	51638079	P49711	CTCF	525	1945
chr19	44844924	44844955	P49711	CTCF	533	1945
chr17	47229909	47229934	P49711	CTCF	538	1945
chr1	93909676	93909705	P49711	CTCF	525	1945
chr22	37538987	37539010	P49711	CTCF	536	1945
chr13	110819618	110819641	P49711	CTCF	540	1945
chr19	46757466	46757491	P49711	CTCF	534	1945
chr15	74950555	74950578	P49711	CTCF	540	1945
chr17	2786431	2786456	P49711	CTCF	531	1945
chr16	2868536	2868567	P49711	CTCF	536	1944
chr17	9729216	9729239	P49711	CTCF	538	1943
chr16	75517549	75517573	P49711	CTCF	536	1943
chr12	54220226	54220257	P49711	CTCF	532	1943
chr19	17386165	17386188	P49711	CTCF	534	1943
chr7	74566933	74566956	P49711	CTCF	537	1943
chr16	69755013	69755036	P49711	CTCF	536	1943
chr16	67993395	67993420	P49711	CTCF	529	1943
chr6	35468271	35468298	P49711	CTCF	536	1943
chr14	91418966	91418991	P49711	CTCF	538	1943
chr11	19259910	19259933	P49711	CTCF	533	1943
chr10	69508028	69508051	P49711	CTCF	535	1943
chr19	55301972	55302003	P49711	CTCF	532	1942
chr10	131885520	131885543	P49711	CTCF	526	1942
chr7	129091675	129091698	P49711	CTCF	539	1942
chr12	110431525	110431548	P49711	CTCF	538	1942
chr15	34343232	34343255	P49711	CTCF	537	1941
chr8	143029450	143029475	P49711	CTCF	537	1941
chrX	109485917	109485941	P49711	CTCF	537	1941
chr15	50886029	50886052	P49711	CTCF	539	1941
chr16	3939230	3939263	P49711	CTCF	524	1941
chr1	156445992	156446015	P49711	CTCF	542	1941
chr19	41951813	41951842	P49711	CTCF	537	1941
chr2	19955999	19956024	P49711	CTCF	527	1940
chr1	178501917	178501940	P49711	CTCF	530	1940
chr6	31399723	31399752	P49711	CTCF	530	1940
chr3	170414293	170414316	P49711	CTCF	536	1940
chr9	136488796	136488819	P49711	CTCF	537	1939
chr14	104650491	104650520	P49711	CTCF	533	1939
chr19	11381072	11381103	P49711	CTCF	509	1939
chr17	74791637	74791660	P49711	CTCF	540	1939
chr17	68172583	68172606	P49711	CTCF	538	1939
chr7	4830272	4830297	P49711	CTCF	520	1938
chr9	131336423	131336452	P49711	CTCF	539	1938
chr2	112259603	112259626	P49711	CTCF	538	1938
chr1	222465485	222465510	P49711	CTCF	529	1938
chr16	89860992	89861015	P49711	CTCF	533	1938
chr5	151500900	151500925	P49711	CTCF	535	1938
chr19	29716711	29716734	P49711	CTCF	541	1938
chr2	231677800	231677823	P49711	CTCF	536	1937
chr10	128150157	128150186	P49711	CTCF	513	1937
chr11	63024254	63024277	P49711	CTCF	541	1937
chr12	120201337	120201362	P49711	CTCF	535	1937
chr19	17453596	17453621	P49711	CTCF	534	1937
chr17	83205649	83205706	P49711	CTCF	505	1937
chr10	29130285	29130318	P49711	CTCF	510	1937
chr7	130011014	130011039	P49711	CTCF	539	1937
chr1	8849064	8849089	P49711	CTCF	532	1937
chr16	31105809	31105840	P49711	CTCF	525	1936
chr18	8696917	8696942	P49711	CTCF	535	1936
chr17	49223619	49223656	P49711	CTCF	534	1936
chr22	50562896	50562921	P49711	CTCF	526	1936
chr3	9302742	9302770	P49711	CTCF	538	1936
chr19	48291415	48291440	P49711	CTCF	537	1936
chr1	9495391	9495422	P49711	CTCF	531	1936
chr12	109428200	109428223	P49711	CTCF	538	1936
chr5	76774744	76774767	P49711	CTCF	537	1935
chr18	864960	864983	P49711	CTCF	531	1935
chr19	48107491	48107520	P49711	CTCF	535	1935
chr9	93160113	93160136	P49711	CTCF	535	1934
chr7	74067999	74068026	P49711	CTCF	535	1934
chr7	65722452	65722477	P49711	CTCF	529	1934
chr1	67500614	67500637	P49711	CTCF	535	1934
chr8	143977261	143977286	P49711	CTCF	521	1934
chr17	32253208	32253231	P49711	CTCF	537	1934
chr19	54168660	54168691	P49711	CTCF	533	1934
chr11	123247386	123247409	P49711	CTCF	537	1933
chr7	74401437	74401460	P49711	CTCF	542	1933
chr7	76291783	76291806	P49711	CTCF	539	1933
chr11	61336371	61336394	P49711	CTCF	539	1933
chr2	38076562	38076607	P49711	CTCF	477	1933
chr3	184544147	184544170	P49711	CTCF	535	1933
chr22	25462703	25462726	P49711	CTCF	537	1933
chr3	12868116	12868139	P49711	CTCF	536	1933
chr22	20157160	20157183	P49711	CTCF	538	1932
chr17	75750046	75750079	P49711	CTCF	535	1932
chr9	129737741	129737776	P49711	CTCF	535	1932
chrX	119516432	119516457	P49711	CTCF	532	1932
chr7	101364094	101364129	P49711	CTCF	527	1932
chr7	74417557	74417580	P49711	CTCF	533	1932
chr10	116788239	116788262	P49711	CTCF	536	1932
chr1	201254711	201254740	P49711	CTCF	539	1932
chr20	50071445	50071468	P49711	CTCF	538	1931
chr17	57131120	57131149	P49711	CTCF	528	1931
chr22	24803197	24803228	P49711	CTCF	533	1931
chr10	43348635	43348660	P49711	CTCF	535	1931
chr7	1504486	1504513	P49711	CTCF	521	1931
chr14	94136887	94136910	P49711	CTCF	539	1931
chr19	734227	734250	P49711	CTCF	538	1931
chr1	44799834	44799869	P49711	CTCF	532	1931
chr20	35995163	35995188	P49711	CTCF	537	1930
chr12	64802378	64802407	P49711	CTCF	535	1930
chr14	100378012	100378035	P49711	CTCF	533	1930
chr1	40338879	40338902	P49711	CTCF	538	1930
chr19	48835904	48835927	P49711	CTCF	542	1930
chr1	109643493	109643522	P49711	CTCF	533	1930
chr14	75488961	75488984	P49711	CTCF	533	1930
chr1	68342925	68342948	P49711	CTCF	533	1929
chr17	44141800	44141823	P49711	CTCF	537	1929
chr19	17855748	17855771	P49711	CTCF	537	1929
chr16	23596397	23596422	P49711	CTCF	529	1929
chr6	113995034	113995061	P49711	CTCF	508	1929
chrX	1454351	1454376	P49711	CTCF	526	1929
chr4	189940743	189940768	P49711	CTCF	527	1929
chr9	133486486	133486509	P49711	CTCF	536	1928
chr14	103921621	103921644	P49711	CTCF	532	1928
chr17	47890101	47890134	P49711	CTCF	538	1928
chr17	3846354	3846379	P49711	CTCF	528	1928
chr16	68528791	68528816	P49711	CTCF	536	1928
chr1	1906401	1906425	P49711	CTCF	535	1928
chr7	100132793	100132816	P49711	CTCF	536	1927
chr3	45660206	45660229	P49711	CTCF	536	1927
chr6	29848209	29848232	P49711	CTCF	530	1927
chr22	31149177	31149200	P49711	CTCF	534	1927
chr1	20633377	20633402	P49711	CTCF	537	1927
chr1	27858205	27858228	P49711	CTCF	540	1927
chr19	45558513	45558542	P49711	CTCF	525	1927
chr19	11293930	11293955	P49711	CTCF	527	1927
chr3	53220068	53220091	P49711	CTCF	538	1927
chr19	45523829	45523852	P49711	CTCF	536	1927
chr10	133329904	133329928	P49711	CTCF	533	1926
chr12	121624780	121624804	P49711	CTCF	527	1926
chr4	1130738	1130761	P49711	CTCF	539	1926
chr19	19367010	19367035	P49711	CTCF	534	1926
chr6	10801422	10801445	P49711	CTCF	534	1925
chr9	127590042	127590069	P49711	CTCF	536	1925
chr11	45103281	45103306	P49711	CTCF	535	1925
chr1	27102859	27102884	P49711	CTCF	534	1925
chr6	106979593	106979616	P49711	CTCF	534	1925
chr10	28664018	28664041	P49711	CTCF	537	1925
chr19	12847757	12847780	P49711	CTCF	530	1925
chr9	128438791	128438814	P49711	CTCF	536	1925
chr13	98653579	98653602	P49711	CTCF	536	1924
chr2	47323287	47323310	P49711	CTCF	539	1924
chr19	4636407	4636442	P49711	CTCF	528	1924
chr17	28726987	28727012	P49711	CTCF	539	1924
chr17	41738156	41738179	P49711	CTCF	536	1924
chr1	9725192	9725217	P49711	CTCF	538	1924
chr22	31107814	31107839	P49711	CTCF	531	1924
chr7	6516497	6516522	P49711	CTCF	535	1924
chr19	8253165	8253188	P49711	CTCF	537	1924
chr19	10572514	10572537	P49711	CTCF	537	1924
chr12	547109	547132	P49711	CTCF	533	1923
chr20	3054024	3054047	P49711	CTCF	536	1923
chr20	44610156	44610181	P49711	CTCF	540	1923
chr5	1645066	1645089	P49711	CTCF	533	1923
chr1	154324747	154324776	P49711	CTCF	537	1923
chr1	17125917	17125940	P49711	CTCF	532	1923
chr16	66873299	66873326	P49711	CTCF	534	1923
chr11	70196279	70196302	P49711	CTCF	537	1923
chr4	70688239	70688262	P49711	CTCF	536	1922
chr2	25342566	25342593	P49711	CTCF	524	1922
chr3	32467997	32468020	P49711	CTCF	530	1922
chr11	65014006	65014033	P49711	CTCF	534	1922
chr2	85420817	85420840	P49711	CTCF	544	1922
chr14	104723722	104723753	P49711	CTCF	518	1922
chr19	4809750	4809773	P49711	CTCF	533	1921
chr17	63612411	63612434	P49711	CTCF	539	1921
chr7	87312444	87312467	P49711	CTCF	538	1921
chr19	18251983	18252006	P49711	CTCF	536	1921
chr11	64553636	64553661	P49711	CTCF	535	1921
chr7	98421167	98421196	P49711	CTCF	529	1921
chr17	1720961	1720984	P49711	CTCF	538	1921
chr1	6475667	6475700	P49711	CTCF	533	1921
chr7	101192669	101192692	P49711	CTCF	539	1921
chr22	22322174	22322198	P49711	CTCF	532	1920
chr17	21457196	21457221	P49711	CTCF	534	1920
chr10	33008900	33008923	P49711	CTCF	535	1920
chr8	41528964	41528989	P49711	CTCF	529	1920
chr20	3820270	3820299	P49711	CTCF	519	1920
chr2	85285638	85285665	P49711	CTCF	534	1920
chr12	48618628	48618651	P49711	CTCF	537	1919
chr12	124321162	124321187	P49711	CTCF	532	1919
chr1	119611776	119611799	P49711	CTCF	539	1919
chr6	158221030	158221053	P49711	CTCF	534	1919
chr19	12564235	12564258	P49711	CTCF	538	1918
chr17	36149132	36149155	P49711	CTCF	535	1918
chr21	43646830	43646853	P49711	CTCF	538	1918
chr6	160456125	160456148	P49711	CTCF	532	1918
chr20	38435426	38435455	P49711	CTCF	541	1918
chr1	39973684	39973707	P49711	CTCF	537	1918
chr12	13255891	13255914	P49711	CTCF	540	1917
chr15	75686352	75686377	P49711	CTCF	526	1917
chr16	11029	11052	P49711	CTCF	535	1917
chr17	75114213	75114236	P49711	CTCF	537	1917
chr3	185943678	185943701	P49711	CTCF	540	1917
chr9	40992165	40992192	P49711	CTCF	533	1917
chr8	140467356	140467379	P49711	CTCF	539	1917
chr22	20885661	20885684	P49711	CTCF	534	1917
chr19	3822071	3822094	P49711	CTCF	530	1917
chr9	69035705	69035732	P49711	CTCF	534	1917
chr16	87909531	87909554	P49711	CTCF	536	1917
chr6	107028108	107028141	P49711	CTCF	525	1916
chr6	111259156	111259181	P49711	CTCF	539	1916
chr12	100554769	100554796	P49711	CTCF	508	1916
chr8	144019930	144019953	P49711	CTCF	529	1916
chr19	46513631	46513654	P49711	CTCF	536	1916
chr1	40952659	40952684	P49711	CTCF	535	1916
chr9	35882420	35882443	P49711	CTCF	537	1916
chr6	29650229	29650254	P49711	CTCF	536	1916
chr22	50030453	50030478	P49711	CTCF	528	1916
chr19	12796703	12796726	P49711	CTCF	535	1916
chr19	47483916	47483941	P49711	CTCF	537	1916
chr19	10119967	10119990	P49711	CTCF	535	1916
chr16	2023268	2023291	P49711	CTCF	535	1916
chr3	58306152	58306175	P49711	CTCF	537	1916
chr15	74771228	74771251	P49711	CTCF	540	1915
chr1	244273196	244273221	P49711	CTCF	539	1915
chr22	41666806	41666829	P49711	CTCF	534	1915
chr17	45428222	45428249	P49711	CTCF	537	1915
chr7	149065968	149065991	P49711	CTCF	533	1915
chr7	75866629	75866652	P49711	CTCF	536	1915
chr2	47768075	47768098	P49711	CTCF	536	1915
chr20	49217290	49217313	P49711	CTCF	537	1914
chr22	45435856	45435879	P49711	CTCF	539	1914
chr17	21043699	21043728	P49711	CTCF	524	1914
chr12	34123251	34123276	P49711	CTCF	534	1914
chr9	34675236	34675261	P49711	CTCF	525	1913
chr21	43975650	43975681	P49711	CTCF	538	1913
chr19	1001824	1001851	P49711	CTCF	526	1913
chr1	23539987	23540010	P49711	CTCF	537	1913
chr19	1244542	1244573	P49711	CTCF	536	1913
chr19	4352767	4352802	P49711	CTCF	529	1913
chr16	57519927	57519962	P49711	CTCF	535	1913
chrX	63250434	63250459	P49711	CTCF	521	1913
chr22	23386071	23386094	P49711	CTCF	538	1913
chr1	151594318	151594341	P49711	CTCF	537	1912
chr16	58336834	58336857	P49711	CTCF	534	1912
chr22	23849702	23849725	P49711	CTCF	534	1912
chr17	76523259	76523282	P49711	CTCF	535	1912
chr17	27756928	27756951	P49711	CTCF	534	1912
chr14	23589167	23589192	P49711	CTCF	533	1911
chr1	153568711	153568736	P49711	CTCF	540	1911
chr17	45219064	45219087	P49711	CTCF	535	1911
chr22	31633991	31634014	P49711	CTCF	532	1911
chr18	12391831	12391854	P49711	CTCF	536	1911
